Meldedatum,AnzahlFall,AnzahlTodesfall,M_A00-A04_c,M_A05-A14_c,M_A15-A34_c,M_A35-A59_c,M_A60-A79_c,M_A80+_c,M_unbekannt_c,M_A00-A04_d,M_A05-A14_d,M_A15-A34_d,M_A35-A59_d,M_A60-A79_d,M_A80+_d,M_unbekannt_d,W_A00-A04_c,W_A05-A14_c,W_A15-A34_c,W_A35-A59_c,W_A60-A79_c,W_A80+_c,W_unbekannt_c,W_A00-A04_d,W_A05-A14_d,W_A15-A34_d,W_A35-A59_d,W_A60-A79_d,W_A80+_d,W_unbekannt_d,unbekannt_A00-A04_c,unbekannt_A05-A14_c,unbekannt_A15-A34_c,unbekannt_A35-A59_c,unbekannt_A60-A79_c,unbekannt_A80+_c,unbekannt_unbekannt_c,unbekannt_A00-A04_d,unbekannt_A05-A14_d,unbekannt_A15-A34_d,unbekannt_A35-A59_d,unbekannt_A60-A79_d,unbekannt_A80+_d,unbekannt_unbekannt_d,NeuerFall,NeuerTodesfall,Todesrate
2020-05-03,164407,8454,773,1797,19751,32785,16436,6706,18,0,0,13,286,1914,2508,0,656,1697,20868,36102,14879,11738,17,1,0,5,102,822,2799,0,4,5,56,83,17,15,4,0,0,0,1,2,1,0,427,15,5.142116819843437
2020-05-04,165131,8494,782,1812,19866,32895,16501,6744,18,0,0,13,287,1924,2520,0,670,1703,20970,36237,14929,11801,17,1,0,5,102,826,2812,0,4,6,57,83,17,15,4,0,0,0,1,2,1,0,724,40,5.1437949264523315
2020-05-05,166223,8537,795,1832,20035,33095,16597,6786,18,0,0,13,288,1930,2535,0,685,1722,21106,36441,15020,11888,17,1,0,5,103,831,2827,0,4,6,57,83,17,15,4,0,0,0,1,2,1,0,1092,43,5.135871690439951
2020-05-06,167438,8576,810,1855,20204,33302,16699,6838,18,0,0,13,289,1936,2544,0,700,1741,21265,36682,15116,12004,17,1,0,5,103,836,2845,0,4,6,57,84,17,15,4,0,0,0,1,2,1,0,1215,39,5.121895865932465
2020-05-07,168634,8625,821,1881,20370,33525,16798,6888,18,0,0,13,289,1945,2560,0,707,1759,21447,36906,15216,12094,17,1,0,5,104,843,2861,0,4,6,57,84,17,15,4,0,0,0,1,2,1,0,1196,49,5.114626943558238
2020-05-08,169615,8669,825,1912,20506,33689,16875,6933,18,0,0,13,289,1955,2572,0,722,1778,21587,37106,15288,12171,17,1,0,5,104,851,2875,0,4,6,58,84,17,15,4,0,0,0,1,2,1,0,981,44,5.110986646228223
2020-05-09,170293,8692,833,1920,20617,33815,16933,6955,18,0,0,13,292,1962,2579,0,726,1790,21670,37239,15345,12226,17,1,0,5,105,852,2879,0,4,6,58,85,17,15,4,0,0,0,1,2,1,0,678,23,5.104144034105923
2020-05-10,170634,8706,837,1927,20676,33868,16963,6963,18,0,0,13,292,1967,2581,0,729,1796,21713,37316,15371,12251,17,1,0,5,105,854,2884,0,4,6,58,85,17,15,4,0,0,0,1,2,1,0,341,14,5.102148458103309
2020-05-11,171318,8729,841,1942,20815,33998,17008,6990,18,0,0,13,292,1969,2588,0,738,1813,21792,37441,15416,12299,17,1,0,5,106,856,2895,0,4,7,58,85,17,15,4,0,0,0,1,2,1,0,684,23,5.095203072648525
2020-05-12,172160,8760,847,1965,20947,34142,17080,7025,18,0,0,13,294,1976,2595,0,747,1831,21890,37615,15487,12358,17,1,0,5,106,860,2906,0,4,7,58,85,17,16,4,0,0,0,1,2,1,0,842,31,5.088289962825279
2020-05-13,173070,8787,861,1983,21079,34294,17151,7070,18,0,0,13,295,1981,2602,0,760,1847,22005,37813,15546,12434,17,1,0,5,106,864,2916,0,4,7,58,86,17,16,4,0,0,0,1,2,1,0,910,27,5.077136418790085
2020-05-14,173874,8807,870,2002,21176,34455,17215,7107,18,0,0,13,295,1984,2608,0,765,1861,22103,37985,15601,12506,17,1,0,5,106,866,2925,0,4,8,58,86,17,16,4,0,0,0,1,2,1,0,804,20,5.065162128897938
2020-05-15,174589,8838,876,2021,21306,34578,17270,7135,18,0,0,13,296,1988,2621,0,775,1879,22192,38105,15653,12570,17,1,0,5,106,870,2934,0,4,8,58,87,17,16,4,0,0,0,1,2,1,0,715,31,5.062174592901042
2020-05-16,175051,8857,882,2031,21397,34641,17297,7152,18,0,0,13,296,1990,2625,0,785,1893,22250,38194,15686,12614,17,1,0,5,107,873,2943,0,4,8,58,87,17,16,4,0,0,0,1,2,1,0,462,19,5.059668325230933
2020-05-17,175367,8865,892,2041,21468,34694,17318,7156,19,0,0,13,296,1995,2626,0,789,1908,22295,38251,15700,12624,17,1,0,5,108,874,2943,0,4,8,59,87,17,16,4,0,0,0,1,2,1,0,316,8,5.055112991611877
2020-05-18,175915,8887,906,2065,21587,34806,17350,7171,19,0,0,13,296,1998,2631,0,798,1918,22364,38328,15730,12655,17,1,0,5,108,877,2954,0,4,8,64,88,17,16,4,0,0,0,1,2,1,0,548,22,5.051871642554643
2020-05-19,176644,8914,923,2081,21694,34927,17393,7209,19,0,0,13,297,2000,2642,0,808,1927,22472,38475,15779,12719,17,1,0,5,110,879,2963,0,4,8,64,88,17,16,4,0,0,0,1,2,1,0,729,27,5.04630782817418
2020-05-20,177477,8936,935,2104,21837,35083,17460,7231,19,0,0,13,298,2004,2649,0,821,1951,22582,38629,15841,12764,17,1,0,5,110,881,2971,0,4,8,65,89,17,16,4,0,0,0,1,2,1,0,833,22,5.035018622131318
2020-05-21,177895,8943,941,2125,21908,35154,17477,7243,19,0,0,13,299,2004,2651,0,828,1962,22643,38703,15873,12797,17,1,0,5,110,882,2974,0,4,8,65,91,17,16,4,0,0,0,1,2,1,0,418,7,5.027122740942691
2020-05-22,178422,8958,950,2140,22011,35241,17513,7265,19,0,0,13,300,2007,2657,0,839,1973,22710,38798,15910,12829,18,1,0,5,110,882,2979,0,4,8,66,91,17,16,4,0,0,0,1,2,1,0,527,15,5.020681306116959
2020-05-23,178760,8969,952,2150,22059,35289,17547,7278,19,0,0,13,300,2009,2659,0,842,1981,22757,38864,15938,12856,18,1,0,5,110,883,2985,0,4,8,70,91,17,16,4,0,0,0,1,2,1,0,338,11,5.017341687178339
2020-05-24,178985,8974,958,2153,22100,35323,17561,7284,19,0,0,13,300,2009,2660,0,845,1985,22793,38905,15953,12878,18,1,0,5,110,884,2988,0,4,8,70,91,17,16,4,0,0,0,1,2,1,0,225,5,5.013827974411264
2020-05-25,179399,8987,967,2169,22172,35396,17593,7300,19,0,0,13,300,2009,2665,0,848,1992,22841,38981,15986,12906,18,1,0,5,110,886,2994,0,4,8,71,91,17,16,4,0,0,0,1,2,1,0,414,13,5.009503954871543
2020-05-26,180016,9002,974,2196,22288,35506,17648,7313,19,0,0,13,301,2016,2668,0,854,2011,22908,39108,16024,12936,18,1,0,5,111,886,2997,0,4,8,71,93,17,16,4,0,0,0,1,2,1,0,617,15,5.000666607412675
2020-05-27,180663,9014,981,2209,22418,35623,17700,7325,19,0,0,13,302,2019,2670,0,861,2033,23001,39220,16073,12967,18,1,0,5,111,888,3001,0,4,8,71,95,17,16,4,0,0,0,1,2,1,0,647,12,4.989400153877662
2020-05-28,181193,9026,988,2230,22517,35708,17736,7340,20,0,0,13,303,2022,2673,0,867,2045,23068,39321,16106,13011,18,1,0,5,111,890,3004,0,4,9,71,97,17,16,4,0,0,0,1,2,1,0,530,12,4.981428642386847
2020-05-29,181641,9033,993,2246,22589,35790,17763,7357,21,0,0,13,303,2023,2676,0,873,2068,23124,39404,16133,13043,18,1,0,5,111,890,3007,0,4,9,71,98,17,16,4,0,0,0,1,2,1,0,448,7,4.97299618478207
2020-05-30,182015,9037,999,2271,22674,35853,17775,7363,21,0,0,13,303,2023,2677,0,881,2081,23184,39463,16152,13060,18,1,0,5,111,890,3010,0,4,9,72,98,17,16,4,0,0,0,1,2,1,0,374,4,4.964975414114221
2020-05-31,182194,9040,1006,2277,22707,35878,17787,7367,21,0,0,13,303,2024,2678,0,885,2092,23218,39483,16166,13067,18,1,0,5,111,890,3011,0,4,9,72,100,17,16,4,0,0,0,1,2,1,0,179,3,4.9617440749969814
2020-06-01,182331,9045,1010,2284,22736,35886,17800,7373,21,0,0,13,303,2025,2681,0,886,2097,23242,39501,16178,13077,18,1,0,5,111,890,3012,0,4,9,72,100,17,16,4,0,0,0,1,2,1,0,137,5,4.960758181548941
2020-06-02,182636,9053,1026,2295,22788,35926,17821,7383,21,0,0,13,303,2026,2683,0,891,2109,23294,39551,16199,13092,18,1,0,5,111,890,3017,0,4,9,72,100,17,16,4,0,0,0,1,2,1,0,305,8,4.95685407039138
2020-06-03,183133,9064,1034,2310,22891,36016,17846,7392,21,0,0,13,304,2028,2685,0,898,2128,23372,39647,16223,13114,18,1,0,5,111,893,3020,0,4,9,72,101,17,16,4,0,0,0,1,2,1,0,497,11,4.949408353491725
2020-06-04,183661,9071,1045,2340,23006,36120,17874,7397,22,0,0,13,304,2029,2686,0,907,2157,23447,39722,16244,13136,18,1,0,5,112,894,3023,0,4,11,72,101,18,16,4,0,0,0,1,2,1,0,528,7,4.9389908581571484
2020-06-05,184101,9076,1055,2357,23082,36189,17896,7409,23,0,0,13,304,2031,2686,0,916,2175,23517,39806,16273,13159,18,1,0,5,113,896,3023,0,4,11,72,101,18,16,4,0,0,0,1,2,1,0,440,5,4.929902607807671
2020-06-06,184386,9081,1062,2369,23132,36239,17910,7416,23,0,0,13,304,2031,2686,0,923,2186,23565,39852,16293,13172,18,1,0,5,114,898,3025,0,4,11,72,101,18,16,4,0,0,0,1,2,1,0,285,5,4.92499430542449
2020-06-07,184553,9085,1069,2376,23157,36265,17923,7423,23,0,0,13,304,2031,2687,0,930,2194,23588,39879,16301,13180,18,1,0,5,114,898,3028,0,4,11,72,102,18,16,4,0,0,0,1,2,1,0,167,4,4.922705130775442
2020-06-08,184852,9088,1078,2393,23212,36316,17938,7426,23,0,0,13,305,2031,2689,0,939,2207,23639,39924,16316,13192,18,1,0,5,114,898,3028,0,4,11,74,104,18,16,4,0,0,0,1,2,1,0,299,3,4.916365524852314
2020-06-09,185280,9089,1086,2412,23303,36393,17968,7438,23,0,0,13,305,2031,2689,0,947,2222,23708,39992,16333,13205,18,1,0,5,114,898,3029,0,4,11,75,104,18,16,4,0,0,0,1,2,1,0,428,1,4.905548359240068
2020-06-10,185799,9099,1098,2437,23414,36495,17991,7445,23,0,0,13,307,2035,2689,0,958,2246,23774,40075,16365,13227,18,1,0,5,114,899,3032,0,4,11,76,104,18,16,4,0,0,0,1,2,1,0,519,10,4.897227649233849
2020-06-11,186077,9100,1106,2459,23459,36543,18009,7452,23,0,0,13,307,2036,2689,0,961,2262,23810,40123,16376,13241,18,1,0,5,114,899,3032,0,4,12,77,104,18,16,4,0,0,0,1,2,1,0,278,1,4.890448577739323
2020-06-12,186426,9110,1116,2473,23531,36605,18022,7465,23,0,0,13,308,2037,2691,0,968,2284,23856,40168,16392,13269,18,1,0,5,114,900,3037,0,4,12,78,104,18,16,4,0,0,0,1,2,1,0,349,10,4.886657440485769
2020-06-13,186725,9111,1121,2498,23597,36657,18034,7470,23,0,0,13,308,2038,2691,0,981,2305,23901,40205,16397,13280,18,1,0,5,114,900,3037,0,4,12,79,105,18,16,4,0,0,0,1,2,1,0,299,1,4.879368054625786
2020-06-14,186897,9117,1126,2500,23630,36693,18042,7473,23,0,0,13,308,2039,2692,0,984,2311,23933,40226,16408,13292,18,1,0,5,114,900,3041,0,4,12,79,105,18,16,4,0,0,0,1,2,1,0,172,6,4.878087930785406
2020-06-15,187157,9121,1132,2509,23675,36751,18056,7477,23,0,0,13,308,2039,2692,0,990,2319,23971,40269,16422,13307,18,1,0,5,115,900,3044,0,4,12,79,105,18,16,4,0,0,0,1,2,1,0,260,4,4.8734484951137285
2020-06-16,187697,9131,1140,2538,23786,36857,18078,7486,23,0,0,13,309,2042,2695,0,1008,2339,24051,40366,16443,13325,18,1,0,5,115,902,3045,0,4,12,80,105,18,16,4,0,0,0,1,2,1,0,540,10,4.86475543029457
2020-06-17,188674,9138,1152,2574,23994,37180,18122,7496,23,0,0,13,310,2044,2695,0,1020,2365,24157,40514,16468,13349,18,1,0,5,116,902,3048,0,4,13,81,106,18,16,4,0,0,0,1,2,1,0,977,7,4.843274643035076
2020-06-18,189309,9141,1169,2603,24110,37317,18146,7506,23,0,0,13,310,2044,2695,0,1031,2409,24265,40613,16497,13360,18,1,0,5,117,902,3050,0,4,13,81,106,18,16,4,0,0,0,1,2,1,0,635,3,4.828613536598894
2020-06-19,190205,9148,1192,2653,24308,37538,18173,7514,23,0,0,14,311,2044,2697,0,1048,2454,24377,40756,16534,13372,18,1,0,5,117,904,3051,0,4,13,82,106,19,16,5,0,0,0,1,2,1,0,896,7,4.809547593386084
2020-06-20,190734,9152,1201,2677,24438,37666,18197,7520,23,0,0,14,311,2045,2697,0,1056,2481,24442,40838,16551,13381,18,1,0,5,117,905,3053,0,4,13,82,106,19,16,5,0,0,0,1,2,1,0,529,4,4.798305493514528
2020-06-21,190990,9155,1208,2685,24493,37743,18206,7527,23,0,0,14,311,2046,2697,0,1062,2493,24474,40872,16557,13383,18,1,0,5,117,906,3054,0,4,13,83,106,19,16,5,0,0,0,1,2,1,0,256,3,4.793444682967694
2020-06-22,191476,9156,1219,2711,24593,37882,18225,7532,24,0,0,14,311,2046,2697,0,1069,2514,24526,40955,16569,13392,19,1,0,5,117,906,3055,0,4,13,83,106,19,16,5,0,0,0,1,2,1,0,486,1,4.781800330067476
2020-06-23,192018,9163,1226,2739,24684,38018,18260,7539,25,0,0,14,311,2049,2699,0,1077,2533,24603,41057,16589,13403,19,1,0,5,117,906,3057,0,4,13,83,106,19,16,5,0,0,0,1,2,1,0,542,7,4.771948463164912
2020-06-24,192521,9165,1239,2756,24786,38136,18281,7543,25,0,0,14,311,2051,2699,0,1084,2551,24679,41146,16612,13417,19,1,0,5,117,906,3057,0,4,13,84,106,19,16,5,0,0,0,1,2,1,0,503,2,4.760519631624602
2020-06-25,193086,9170,1252,2782,24888,38256,18311,7554,26,0,0,14,311,2052,2700,0,1092,2567,24754,41267,16637,13433,19,1,0,5,117,907,3059,0,4,13,85,106,19,16,5,0,0,0,1,2,1,0,565,5,4.749179122256404
2020-06-26,193661,9176,1264,2810,25005,38371,18333,7563,26,0,0,14,313,2052,2701,0,1108,2603,24848,41356,16663,13444,19,1,0,5,117,909,3060,0,4,13,85,106,19,16,5,0,0,0,1,2,1,0,575,6,4.738176504303913
2020-06-27,193993,9178,1278,2821,25074,38432,18348,7566,26,0,0,14,314,2053,2701,0,1110,2618,24907,41418,16679,13447,19,1,0,5,117,909,3060,0,4,13,86,107,19,16,5,0,0,0,1,2,1,0,332,2,4.731098544792854
2020-06-28,194192,9178,1286,2832,25112,38470,18353,7569,27,0,0,14,314,2053,2701,0,1120,2631,24933,41458,16680,13452,19,1,0,5,117,909,3060,0,4,13,86,107,19,16,5,0,0,0,1,2,1,0,199,0,4.726250308972563
2020-06-29,194610,9182,1296,2845,25205,38558,18371,7574,27,0,0,14,315,2053,2702,0,1126,2653,24991,41530,16704,13461,19,1,0,5,117,910,3061,0,4,13,86,107,19,16,5,0,0,0,1,2,1,0,418,4,4.718154257232413
2020-06-30,195070,9183,1306,2865,25301,38648,18398,7581,27,0,0,14,315,2053,2702,0,1138,2671,25066,41599,16729,13472,19,1,0,5,117,911,3061,0,4,13,86,107,19,16,5,0,0,0,1,2,1,0,460,1,4.707540882760035
2020-07-01,195553,9188,1322,2886,25378,38739,18421,7590,27,0,0,15,315,2054,2703,0,1149,2697,25157,41684,16748,13485,19,1,0,5,118,911,3062,0,4,13,86,108,19,16,5,0,0,0,1,2,1,0,483,5,4.69847049137574
2020-07-02,196023,9192,1326,2896,25485,38844,18446,7594,27,0,0,15,315,2055,2704,0,1163,2717,25234,41768,16760,13493,19,1,0,5,118,911,3064,0,4,13,86,108,19,16,5,0,0,0,1,2,1,0,470,4,4.689245649745183
2020-07-03,196449,9198,1340,2914,25559,38938,18463,7599,27,0,0,15,315,2057,2705,0,1173,2736,25310,41842,16777,13501,19,1,0,5,119,912,3065,0,4,13,86,108,19,16,5,0,0,0,1,2,1,0,426,6,4.682131240169205
2020-07-04,196742,9200,1346,2924,25612,38986,18479,7605,27,0,0,15,315,2058,2705,0,1187,2749,25360,41891,16795,13511,19,1,0,5,119,913,3065,0,4,13,86,108,19,16,5,0,0,0,1,2,1,0,293,2,4.676174888940846
2020-07-05,196885,9204,1352,2933,25637,39015,18484,7606,27,0,0,15,315,2058,2706,0,1195,2758,25380,41914,16799,13515,19,1,0,5,119,914,3067,0,4,13,86,108,19,16,5,0,0,0,1,2,1,0,143,4,4.6748101683724
2020-07-06,197205,9210,1363,2953,25694,39089,18497,7607,28,0,0,16,316,2058,2706,0,1208,2777,25427,41954,16814,13522,20,1,0,5,119,916,3069,0,4,13,87,108,19,16,5,0,0,0,1,2,1,0,320,6,4.670266981060318
2020-07-07,197597,9214,1374,2969,25773,39183,18521,7610,28,0,0,16,317,2060,2706,0,1214,2798,25484,42008,16831,13531,20,1,0,5,119,917,3069,0,4,14,87,108,19,16,5,0,0,0,1,2,1,0,392,4,4.66302626052015
2020-07-08,198048,9220,1387,2989,25861,39280,18547,7617,28,0,0,16,317,2061,2708,0,1226,2819,25545,42079,16857,13540,20,1,0,5,119,917,3072,0,4,14,87,108,19,16,5,0,0,0,1,2,1,0,451,6,4.655437065761835
